n_nodes,n_edges,density,n_features,error_share,modularity,n_communities,mean_degree,degree_gini,top_token,top1_prob,logit_entropy,rho_pagerank,rho_w_indeg,rho_w_outdeg,rho_w_totdeg,ov10_pagerank,ov10_w_outdeg,ov10_w_totdeg,slug,category,prompt,correct
1087,54378,0.046064234778675155,984,0.08003679852805888,0.44228926364759497,6,100.05151793928243,0.474265679782901,a,0.20725467801094055,1.7077263196221202,0.717365134235073,0.37227371946842774,0.7320756185599667,0.5875261896212335,8,3,5,agpoc-a00-hj328,A,The capital of France is,
1047,48104,0.04392409524800897,943,0.08404966571155682,0.4616940972540234,6,91.88920725883477,0.48250803218305577,a,0.18401940166950226,1.7533087130895928,0.7418050456502107,0.42760738712461555,0.7349040510433362,0.6245571985100418,6,4,6,agpoc-a01-hj328,A,The capital of Japan is,
1058,53767,0.048078969441279935,956,0.08128544423440454,0.43435473127467006,6,101.63894139886578,0.4717659791110864,a,0.17350280284881592,1.72066587127035,0.7322054732612504,0.416665271485825,0.7206378560792791,0.6106066385932017,8,3,5,agpoc-a02-hj328,A,The capital of Italy is,
1059,51559,0.04601748269848325,956,0.0821529745042493,0.44646142584720216,6,97.37299338999055,0.47044718848549627,a,0.1889750361442566,1.7556876765767122,0.7432279055030168,0.406288834297908,0.7325574708637826,0.6103728662574609,7,5,4,agpoc-a03-hj328,A,The capital of Germany is,
1056,52114,0.04677761022547752,954,0.08143939393939394,0.4477779030949045,6,98.70075757575758,0.4758319392450816,a,0.21536748111248016,1.7224050373041997,0.7291039694099064,0.4063823919964224,0.7244302218079637,0.5991917117945252,7,3,5,agpoc-a04-hj328,A,The capital of Spain is,
1074,55144,0.04785135742562057,973,0.07914338919925512,0.43644265142262056,6,102.68901303538175,0.4715857024142107,a,0.19636189937591553,1.6519773888256029,0.7234530357526827,0.3844556960930392,0.7186817020748644,0.5911254178430991,7,4,4,agpoc-a05-hj328,A,The capital of Russia is,
1038,48985,0.045507921732134526,934,0.08477842003853564,0.4527485697813714,5,94.38342967244701,0.4782865975054689,a,0.16848993301391602,1.6931078393163113,0.7399160855248248,0.40422383933853423,0.748824099750071,0.6075205714841377,7,4,4,agpoc-a06-hj328,A,The capital of China is,
1065,46917,0.041403685269511804,961,0.08262910798122065,0.4529517262373679,6,88.10704225352113,0.4813487928587504,a,0.1946999728679657,1.7146998510039144,0.7241209131167506,0.4114561857342814,0.7199984964553121,0.589870219214652,7,3,5,agpoc-a07-hj328,A,The capital of Egypt is,
1009,40563,0.0398821322384256,906,0.08622398414271557,0.46915286554315516,5,80.40237859266601,0.49056763418609534,ottawa,0.2943759858608246,1.6283041770697193,0.6996477783061885,0.38937122540014074,0.7044567079307104,0.5678770007136571,7,5,7,agpoc-a08-hj328,A,The capital of Canada is,
1011,40659,0.039818432881863854,906,0.08803165182987141,0.45834498931149736,5,80.43323442136499,0.4888933553630739,canberra,0.2185814380645752,1.7119910171218242,0.6972533501158992,0.3739760154586569,0.696713809072711,0.5635949453344976,7,6,8,agpoc-a09-hj328,A,The capital of Australia is,
1133,50461,0.039344091018247936,1031,0.07590467784642542,0.4317204407590736,6,89.07502206531333,0.4789775428536537,the,0.13152039051055908,1.5941625794738838,0.7179439191345114,0.3886807346606081,0.7134042470718628,0.5831074246342607,5,4,2,agpoc-b10-hj328,B,The capital of Atlantis is,
1178,46990,0.03389094601826462,1069,0.07809847198641766,0.44574574029256364,6,79.77928692699491,0.5085827422010463,the,0.2040165215730667,1.5519782821824857,0.7168348757726727,0.349861027710274,0.7364776253876809,0.5553230635455276,6,3,4,agpoc-b11-hj328,B,The capital of the Moon is,
1234,55068,0.036192707039398704,1125,0.07455429497568881,0.4567516878053002,6,89.25121555915722,0.4909181093209174,cair,0.15834617614746094,1.5379302570391824,0.716381299132549,0.38599269714649315,0.7128449987252664,0.5848628070685553,5,4,4,agpoc-b12-hj328,B,The capital of Narnia is,
1108,43414,0.03539504107435779,985,0.09476534296028881,0.48840083151463076,5,78.36462093862816,0.513251352647227,the,0.11964932084083557,1.4143841936871384,0.731269090782155,0.37905052309653464,0.7279212302682022,0.5673831310753672,7,7,6,agpoc-b13-hj328,B,The king of the United States is,
1304,65440,0.03851423567133891,1180,0.08128834355828221,0.4676283884463599,6,100.3680981595092,0.49434637592437036,,0.4463234543800354,1.3443352235155008,0.7329680669045514,0.4004413769913336,0.7098652647307006,0.5838430882264278,5,3,3,agpoc-b14-hj328,B,The fourth side of the triangle is,
1337,60176,0.03368879294514934,1209,0.08227374719521316,0.4493454282110679,6,90.01645474943905,0.4905765202924078,the,0.18941649794578552,1.504477741918008,0.7260282909105034,0.341035557439395,0.7298389303691201,0.5514903887745743,6,3,4,agpoc-b15-hj328,B,The capital of the Pacific Ocean is,
990,35067,0.03581517909121549,891,0.08383838383838384,0.4746994845147952,6,70.84242424242424,0.5090200778711345,a,0.25139907002449036,1.3881176126640684,0.7032636368556154,0.4019783668294778,0.7226772180921421,0.5726034975644487,8,3,4,agpoc-b16-hj328,B,The president of Antarctica is,
1292,53322,0.031968162535102505,1176,0.07662538699690402,0.45363748556820366,7,82.54179566563468,0.5159503370085338,called,0.10194884985685349,1.4911120408493932,0.7219251458424256,0.40452237135928865,0.7115232726254515,0.5864126544704904,7,3,4,agpoc-b17-hj328,B,The national language of Mars is,
1028,44205,0.04187047007073604,918,0.0914396887159533,0.47185801864890337,6,86.00194552529183,0.5011429328425179,back,0.1957043707370758,1.4456355841024209,0.7038116688944667,0.40262682085684287,0.710675351274722,0.5824474659134656,8,4,4,agpoc-b18-hj328,B,The queen of Texas is,
1229,43395,0.02875341568977718,1097,0.09275834011391375,0.5014964934219603,5,70.61838893409276,0.5207228694047555,the,0.15193206071853638,1.407972143078434,0.706934457462593,0.37394778773588394,0.7172389302257615,0.549554770377379,8,4,5,agpoc-b19-hj328,B,The capital of the number seven is,
1489,59023,0.02663935166128671,1308,0.10745466756212223,0.4677175169160498,9,79.27871054398925,0.5215571505420017,tallahassee,0.5013817548751831,1.1944749542480932,0.6676957822890038,0.34598959599052503,0.6426081108580713,0.5074342517422682,9,4,6,agpoc-c21-hj328,C,Fact: The capital of the state containing Miami is,True
1576,66671,0.02685964064136653,1400,0.0983502538071066,0.4523572359603157,9,84.60786802030456,0.5167657027420122,springfield,0.23714393377304077,1.5420946876095873,0.7007932817458433,0.3536676396263467,0.6771312157375007,0.535220324092002,9,6,6,agpoc-c22-hj328,C,Fact: The capital of the state containing Chicago is,True
1485,53218,0.024148946790456226,1308,0.10505050505050505,0.46176747444521693,8,71.67407407407407,0.5299201821919699,olympia,0.6069573163986206,1.0994627334595033,0.6558953317979707,0.3643227010916702,0.671872026471838,0.5258854259114801,7,7,7,agpoc-c23-hj328,C,Fact: The capital of the state containing Seattle is,True
1544,63094,0.026483467036491057,1365,0.10233160621761658,0.4556423158442112,8,81.7279792746114,0.5205117403574665,harrisburg,0.35369712114334106,1.423353838047905,0.6826795836761358,0.3609146532870143,0.6765789729092048,0.5350559042808605,8,5,7,agpoc-c24-hj328,C,Fact: The capital of the state containing Philadelphia is,True
1530,58972,0.02520849630456063,1335,0.1130718954248366,0.4875970657426092,9,77.0875816993464,0.5297296512491361,sacramento,0.41355377435684204,1.3994088735069317,0.7210438395819248,0.38831165222071734,0.6821095793353408,0.5593332143724276,8,4,5,agpoc-c25-hj328,C,Fact: The capital of the state containing Los Angeles is,True
1617,66183,0.025327660317052112,1417,0.11008039579468151,0.4692901993230137,9,81.85899814471243,0.5136526912770705,carson,0.2160913199186325,1.677408911787029,0.6932984382987991,0.3470288932039896,0.6911689274213862,0.5269488738391789,8,5,8,agpoc-c26-hj328,C,Fact: The capital of the state containing Las Vegas is,True
1554,65252,0.027037800379719246,1375,0.10167310167310167,0.44931595546830555,9,83.97940797940798,0.5179273981532916,nashville,0.22688499093055725,1.603454179313539,0.6853451443448397,0.34351078316423095,0.6636316044572875,0.5161771005474672,8,3,5,agpoc-c27-hj328,C,Fact: The capital of the state containing Memphis is,True
1484,53224,0.024184240802772844,1309,0.10377358490566038,0.4604115258700049,8,71.73045822102426,0.5303310592307222,lansing,0.5427767634391785,1.164369185830537,0.6721106460143219,0.3721502582149439,0.6773458445255366,0.5319400385560893,8,6,8,agpoc-c28-hj328,C,Fact: The capital of the state containing Detroit is,True
1490,55645,0.025081019196704243,1312,0.10536912751677853,0.46360785434891794,8,74.69127516778524,0.5299514962119042,austin,0.4504172205924988,1.3795152651066542,0.6679962156038033,0.3714475217684184,0.6725906482718974,0.5264037649530685,9,4,6,agpoc-c20-hj328,C,Fact: The capital of the state containing Dallas is,True
1523,64743,0.02793047127574303,1349,0.10045961917268549,0.4537155932782027,8,85.02035456336179,0.5179445547362378,annapolis,0.3664090633392334,1.497224186879082,0.6776867797445298,0.3587713261364916,0.6694534032242808,0.5304732547854499,7,6,7,agpoc-c29-hj328,C,Fact: The capital of the state containing Baltimore is,True
960,30922,0.03358750434480361,860,0.0875,0.4908096201457677,5,64.42083333333333,0.513165181747623,cold,0.5663895010948181,1.0731165262398616,0.6283488252292089,0.3780064351024661,0.697544014816074,0.5859542932079757,4,3,5,agpoc-d30-hj328,D,The opposite of hot is,True
921,27503,0.032458811310956896,820,0.09229098805646037,0.49888663533586197,5,59.724212812160694,0.514517989805317,small,0.4727552533149719,1.2730664220952708,0.6424110771337532,0.38168178236506567,0.678303855517842,0.5562755693946092,7,3,5,agpoc-d31-hj328,D,The opposite of big is,True
858,23964,0.03259051333730447,761,0.0944055944055944,0.4486467152336499,6,55.86013986013986,0.5236373402372401,down,0.819399356842041,0.5466972213605753,0.5927803460558854,0.40663333683676844,0.6571459184345854,0.5492357156510426,5,3,5,agpoc-d32-hj328,D,The opposite of up is,True
959,32025,0.034858205202444266,863,0.08342022940563086,0.49041114178000106,5,66.78832116788321,0.4965731119538877,slow,0.4799777865409851,1.2212563248508561,0.6219204591858528,0.34430447753703647,0.6824585177577692,0.553419066238058,4,6,6,agpoc-d33-hj328,D,The opposite of fast is,True
954,29444,0.03238586742516735,855,0.0870020964360587,0.47479390025279233,5,61.727463312368975,0.5074742673225113,light,0.6024473905563354,1.1172979005713357,0.6014703911609881,0.38562412619567915,0.6819330001117394,0.5732672227527605,6,3,6,agpoc-d34-hj328,D,The opposite of dark is,True
1088,51677,0.04369571540667785,991,0.0744485294117647,0.44269178411545235,5,94.99448529411765,0.4712621398870131,not,0.5283384919166565,1.1540795367567065,0.7003762232526757,0.3866478906443425,0.7334220595328631,0.6199733204904747,6,2,5,agpoc-d35-hj328,D,The opposite of happy is,False
920,27688,0.032748261342669255,819,0.09239130434782608,0.494046266935937,6,60.19130434782609,0.5094825257842042,new,0.4171451926231384,1.4244475656238496,0.6610328626191229,0.36841579514964923,0.6943898092088203,0.5491064861748861,7,4,6,agpoc-d36-hj328,D,The opposite of old is,True
957,25976,0.028392422274978905,862,0.08254963427377221,0.5052657924047008,5,54.28631138975967,0.5131639880426558,dry,0.7554727792739868,0.6694116893002688,0.5884179514606727,0.33945505890833627,0.6766903345315134,0.5335846214356763,4,3,7,agpoc-d37-hj328,D,The opposite of wet is,True
912,25021,0.030115594969861537,814,0.08991228070175439,0.5001043139906616,5,54.87061403508772,0.518943210510189,soft,0.42481717467308044,1.33664047502317,0.6112430403332086,0.32591344140480494,0.6503345262270399,0.4944853580219076,8,6,8,agpoc-d38-hj328,D,The opposite of hard is,True
1064,40455,0.035768218759504596,960,0.08270676691729323,0.4798116309213703,5,76.04323308270676,0.491122085896982,short,0.5059091448783875,1.213464977521126,0.6460387462442994,0.33565403716800907,0.695219287347317,0.5574787000636936,4,1,6,agpoc-d39-hj328,D,The opposite of tall is,True
1374,58644,0.031086105395064515,1233,0.08951965065502183,0.4625641364909058,7,85.36244541484716,0.5122339968191363,paris,0.38472187519073486,1.51392404003661,0.6811357141243924,0.3575173475902811,0.6802109053584877,0.5404675085509473,4,3,5,agpoc-f40-hj328,F,Fact: The capital of France is,True
1306,49983,0.029327066941261377,1167,0.09264931087289434,0.46945888356579113,5,76.54364471669219,0.530947903604224,tokyo,0.6252071857452393,1.1059726167930697,0.6697320870328449,0.39784206875427314,0.6653736660511392,0.5604923266663047,7,4,6,agpoc-f41-hj328,F,Fact: The capital of Japan is,True
1328,53343,0.030269722446681982,1189,0.0911144578313253,0.4493905312826252,6,80.33584337349397,0.5233882637009993,rome,0.52736896276474,1.2699188931461345,0.6608174314402979,0.3763607979063379,0.6795373785776002,0.5487607628111264,5,4,7,agpoc-f42-hj328,F,Fact: The capital of Italy is,True
1351,58484,0.03206623351701072,1208,0.0925240562546262,0.45486170747975474,6,86.57883049592894,0.5206933427887885,berlin,0.4695182144641876,1.3664951203118982,0.683706743501606,0.380562529085432,0.6859864028341296,0.5578830133670897,8,4,7,agpoc-f43-hj328,F,Fact: The capital of Germany is,True
1324,54960,0.03137609525179659,1186,0.09063444108761329,0.4586564681154415,6,83.02114803625378,0.5213314022392556,madrid,0.5579895973205566,1.22714565460251,0.6735944282512527,0.386352392844771,0.6630496137842401,0.549816964072886,5,3,6,agpoc-f44-hj328,F,Fact: The capital of Spain is,True
1362,56518,0.030489587750218216,1223,0.08883994126284875,0.47307159663775417,7,82.99265785609398,0.5156259264068744,moscow,0.31694719195365906,1.620279623089176,0.695954008332165,0.3803561111136914,0.7078671060905088,0.5590052931911162,6,5,8,agpoc-f45-hj328,F,Fact: The capital of Russia is,True
1292,46970,0.028159945130973422,1150,0.09597523219814241,0.4804953112437107,6,72.70897832817337,0.5317838406835006,beijing,0.577248215675354,1.169924192800231,0.6524848816356466,0.3861565520375013,0.6750524417261826,0.5488603108009255,5,4,7,agpoc-f46-hj328,F,Fact: The capital of China is,True
1333,49299,0.027765387292769138,1196,0.08927231807951988,0.4684037305322129,7,73.96699174793699,0.5231992291872031,cairo,0.5566403269767761,1.2508931635773308,0.6661462432897568,0.3732434246781785,0.6648859102178136,0.5326173145462134,8,6,7,agpoc-f47-hj328,F,Fact: The capital of Egypt is,True
1246,45099,0.029072308495619717,1107,0.0971107544141252,0.43618069049244346,7,72.3900481540931,0.541821066598018,ottawa,0.6129940748214722,1.123793719129135,0.643889416188996,0.4162129683132176,0.6882398842724431,0.56520691668423,7,4,6,agpoc-f48-hj328,F,Fact: The capital of Canada is,True
1281,46363,0.028275639149102264,1141,0.09523809523809523,0.4499393757621455,6,72.3856362217018,0.5407016278206314,canberra,0.5728740692138672,1.2702606704517618,0.6513053178647306,0.4084014576964367,0.6723789451710999,0.5611138043555269,8,4,6,agpoc-f49-hj328,F,Fact: The capital of Australia is,True
1126,55661,0.043940003947108744,1025,0.0763765541740675,0.4256258122311052,6,98.86500888099467,0.4553739950065008,five,0.4827463626861572,1.3293888166563994,0.6796560427364141,0.31142722150905716,0.6083140110183995,0.5125748266117529,7,3,5,agpoc-e50-hj328,E,Two plus three equals,True
1082,50587,0.04324998589311943,983,0.07763401109057301,0.3966029927560067,5,93.50646950092421,0.47437125119671764,eight,0.7621385455131531,0.657622767371904,0.6827036218971233,0.39950474695929866,0.6398986814392182,0.5815340218415767,6,3,4,agpoc-e51-hj328,E,Four plus four equals,True
1045,42269,0.03874406496911034,943,0.08325358851674641,0.45563222536029496,5,80.8976076555024,0.484798195562461,seven,0.44719642400741577,1.2758081997875992,0.6950843296211832,0.3937643910841993,0.6736642601055135,0.5768880146545929,5,1,5,agpoc-e52-hj328,E,Six plus one equals,True
1087,46573,0.0394525287128478,983,0.08187672493100276,0.43856927534252255,6,85.69089236430543,0.4847048142423175,seven,0.40285828709602356,1.3965312182792475,0.7115543874296806,0.3957988198661939,0.6817207539851007,0.589111310741702,6,3,3,agpoc-e53-hj328,E,Five plus two equals,True
1092,51248,0.04301595135692294,992,0.07783882783882784,0.41782736505562035,5,93.86080586080585,0.46727975590077525,six,0.5681780576705933,1.2131344046829198,0.6794139532372582,0.34662417364899234,0.6398912082831831,0.5472230903587899,6,1,6,agpoc-e54-hj328,E,Three plus three equals,True
1148,55021,0.04178526621484922,1044,0.07752613240418119,0.43618996045138536,6,95.85540069686411,0.47456476390041,ten,0.3206212818622589,1.4698998646688468,0.7165792814071114,0.3530372500859353,0.6734525822456249,0.5547402726588831,8,3,4,agpoc-e55-hj328,E,Nine plus one equals,True
1144,56085,0.04289181946662261,1038,0.07954545454545454,0.41832434370126326,5,98.0506993006993,0.47023947791532705,nine,0.30465200543403625,1.4900550501097953,0.7173188229063352,0.36951478231974816,0.6714810105507828,0.5718751244483306,7,2,4,agpoc-e56-hj328,E,Seven plus two equals,True
1080,46224,0.03966635773864689,980,0.0787037037037037,0.4602724062484762,6,85.6,0.47714280620617155,,0.16880358755588531,1.7014582421499322,0.7035071711585179,0.2973228792599402,0.6479482857794372,0.5115066779961416,9,3,4,agpoc-e57-hj328,E,One plus five equals,False
1110,52725,0.04283137962128043,1007,0.07927927927927927,0.42296319889496825,6,95.0,0.4694180154549998,ten,0.3218328058719635,1.4120695327092574,0.7115923177537601,0.3674243845105467,0.6702385464956512,0.5703046580779191,6,2,5,agpoc-e58-hj328,E,Eight plus two equals,True
1062,46501,0.041268852360083846,960,0.08192090395480225,0.4275384682402101,6,87.57250470809792,0.47721060288641304,seven,0.4718940854072571,1.305289819875086,0.7085960244097487,0.38917614927967586,0.6673608315547217,0.5812562730645324,7,2,5,agpoc-e59-hj328,E,Four plus three equals,True
